,pk,category,blog_url
306,9999,new-visions-blogs,https://www.patheos.com/blogs/sarahoverthemoon
307,9999,new-visions-blogs,https://www.patheos.com/blogs/soulandspirit
308,9999,new-visions-blogs,https://www.patheos.com/blogs/spiritualityandconsciousness
309,9999,new-visions-blogs,https://www.patheos.com/blogs/spiritualitychannelseries
310,9999,new-visions-blogs,https://www.patheos.com/blogs/spiritualnaturalist
311,9999,new-visions-blogs,https://www.patheos.com/blogs/thedivinefeminine
312,9999,new-visions-blogs,https://www.patheos.com/blogs/wakeupcall
313,9999,new-visions-blogs,https://www.patheos.com/blogs/wendymurray
314,9999,new-visions-blogs,https://www.patheos.com/blogs/yourwisebrain
315,9999,nonreligious-blogs,http://friendlyatheist.patheos.com
316,9999,nonreligious-blogs,https://www.patheos.com/blogs/abletochoose
317,9999,nonreligious-blogs,https://www.patheos.com/blogs/accordingtomatthew
318,9999,nonreligious-blogs,https://www.patheos.com/blogs/anotherbreedoffaith
319,9999,nonreligious-blogs,https://www.patheos.com/blogs/anotherwhiteatheistincolombia
320,9999,nonreligious-blogs,https://www.patheos.com/blogs/atheology
321,9999,nonreligious-blogs,https://www.patheos.com/blogs/barrierbreaker
322,9999,nonreligious-blogs,https://www.patheos.com/blogs/blamelesssky
323,9999,nonreligious-blogs,https://www.patheos.com/blogs/blinkyandsal
324,9999,nonreligious-blogs,https://www.patheos.com/blogs/brotherrichard
325,9999,nonreligious-blogs,https://www.patheos.com/blogs/camelswithhammers
326,9999,nonreligious-blogs,https://www.patheos.com/blogs/cognitivedemons
327,9999,nonreligious-blogs,https://www.patheos.com/blogs/crossexamined
328,9999,nonreligious-blogs,https://www.patheos.com/blogs/daylightatheism
329,9999,nonreligious-blogs,https://www.patheos.com/blogs/dispatches
330,9999,nonreligious-blogs,https://www.patheos.com/blogs/dogmadebate
331,9999,nonreligious-blogs,https://www.patheos.com/blogs/driventoabstraction
332,9999,nonreligious-blogs,https://www.patheos.com/blogs/excommunications
333,9999,nonreligious-blogs,https://www.patheos.com/blogs/foxyfolklorist
